"","sci_name","taxonid","kingdom","phylum","class","order","family","genus","main_common_name","authority","disp_dist_m"
"576","Mniotilta varia",22721758,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Mniotilta","Black-and-white Warbler","(Linnaeus, 1766)",9940
"577","Molothrus bonariensis",22724345,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Molothrus","Shiny Cowbird","(Gmelin, 1789)",11261.2
"578","Momotus subrufescens",61634657,"ANIMALIA","CHORDATA","AVES","CORACIIFORMES","MOMOTIDAE","Momotus","Whooping Motmot","Sclater, 1853",4581.8
"579","Myiarchus crinitus",22700433,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiarchus","Great Crested Flycatcher","(Linnaeus, 1758)",6930.6
"580","Myiarchus panamensis",22700411,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiarchus","Panama Flycatcher","Lawrence, 1860",3847.8
"581","Myiarchus tuberculifer",22700399,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiarchus","Dusky-capped Flycatcher","(d'Orbigny &amp; Lafresnaye, 1837)",5022.2
"582","Myiarchus venezuelensis",22700408,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiarchus","Venezuelan Flycatcher","Lawrence, 1865",4068
"583","Myiodynastes maculatus",103682222,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiodynastes","Northern Streaked Flycatcher","(Müller, 1776)",6123.2
"584","Myiopagis gaimardii",22699230,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiopagis","Forest Elaenia","(d'Orbigny, 1840)",4728.6
"585","Myiopagis viridicata",22699248,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiopagis","Greenish Elaenia","(Vieillot, 1817)",5169
"586","Myiothlypis fulvicauda",22722041,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Myiothlypis","Buff-rumped Warbler","(Spix, 1825)",2453.2
"587","Myiozetetes cayanensis",22700583,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiozetetes","Rusty-margined Flycatcher","(Linnaeus, 1766)",2526.6
"588","Myiozetetes granadensis",22700589,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiozetetes","Grey-capped Flycatcher","Lawrence, 1862",3113.8
"589","Myiozetetes similis",22700586,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Myiozetetes","Social Flycatcher","(Spix, 1825)",3260.6
"590","Nemosia pileata",22722290,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Nemosia","Hooded Tanager","(Boddaert, 1783)",6049.8
"591","Nomonyx dominicus",22679789,"ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Nomonyx","Masked Duck","(Linnaeus, 1766)",21317
"592","Notharchus hyperrhynchus",22733880,"ANIMALIA","CHORDATA","AVES","PICIFORMES","BUCCONIDAE","Notharchus","White-necked Puffbird","(P.L. Sclater, 1856)",10527.2
"593","Nyctibius griseus",22689646,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","NYCTIBIIDAE","Nyctibius","Common Potoo","(Gmelin, 1789)",23372.2
"594","Nycticorax nycticorax",22697211,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Nycticorax","Black-crowned Night-heron","(Linnaeus, 1758)",15518.4
"595","Nyctidromus albicollis",22689731,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","CAPRIMULGIDAE","Nyctidromus","Pauraque","(Gmelin, 1789)",17500.2
"596","Nystalus radiatus",22682261,"ANIMALIA","CHORDATA","AVES","PICIFORMES","BUCCONIDAE","Nystalus","Barred Puffbird","(Sclater, 1854)",7958.2
"597","Oncostoma olivaceum",22699587,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Oncostoma","Southern Bentbill","(Lawrence, 1862)",765.000000000001
"598","Onychorhynchus mexicanus",22729313,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TITYRIDAE","Onychorhynchus","Northern Royal Flycatcher","(Sclater, 1857)",5829.6
"599","Pachyramphus cinnamomeus",22700641,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TITYRIDAE","Pachyramphus","Cinnamon Becard","Lawrence, 1861",6416.8
"600","Pachyramphus polychopterus",22700647,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TITYRIDAE","Pachyramphus","White-winged Becard","(Vieillot, 1818)",7224.2
"601","Pachyramphus rufus",22700664,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TITYRIDAE","Pachyramphus","Cinereous Becard","(Boddaert, 1783)",6490.2
"602","Pandion haliaetus",22694938,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","PANDIONIDAE","Pandion","Osprey","(Linnaeus, 1758)",24179.6
"603","Parkesia noveboracensis",22721793,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Parkesia","Northern Waterthrush","(Gmelin, 1789)",11775
"604","Patagioenas cayennensis",22690290,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Patagioenas","Pale-vented Pigeon","Bonnaterre, 1792",16986.4
"605","Patagioenas corensis",22690247,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Patagioenas","Bare-eyed Pigeon","Jacquin, 1784",16766.2
"606","Patagioenas plumbea",22690321,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Patagioenas","Plumbeous Pigeon","Vieillot, 1818",16839.6
"607","Penelope purpurascens",22678376,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","CRACIDAE","Penelope","Crested Guan","Wagler, 1830",31.0000000000006
"608","Petrochelidon pyrrhonota",22712427,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","HIRUNDINIDAE","Petrochelidon","Cliff Swallow","Vieillot, 1817",27189
"609","Phaeomyias murina",103681893,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Phaeomyias","Mouse-colored Tyrannulet","(von Spix, 1825)",2526.6
"610","Phaethornis anthophilus",22686955,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Phaethornis","Pale-bellied Hermit","(Bourcier, 1843)",34749.2
"611","Phaethornis striigularis",22730147,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Phaethornis","Stripe-throated Hermit","Gould, 1854",39813.8
"612","Pheucticus ludovicianus",22723813,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","CARDINALIDAE","Pheucticus","Rose-breasted Grosbeak","(Linnaeus, 1766)",10674
"613","Phimosus infuscatus",22697418,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","THRESKIORNITHIDAE","Phimosus","Bare-faced Ibis","(Lichtenstein, 1823)",16546
"614","Phyllomyias griseiceps",22699107,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Phyllomyias","Sooty-headed Tyrannulet","(Sclater & Salvin, 1871)",4435
"615","Picumnus cinnamomeus",22680781,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Picumnus","Chestnut Piculet","Wagler, 1829",2086.2
"616","Picumnus granadensis",22680777,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Picumnus","Greyish Piculet","Lafresnaye, 1847",3113.8
"617","Picumnus olivaceus",22680774,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Picumnus","Olivaceous Piculet","Lafresnaye, 1845",2600
"618","Pilherodius pileatus",22696987,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Pilherodius","Capped Heron","(Boddaert, 1783)",10233.6
"619","Pionus menstruus",45429607,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Pionus","Blue-headed Parrot","(Linnaeus, 1766)",16179
"620","Piranga flava",103811599,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","CARDINALIDAE","Piranga","Red Tanager","(Vieillot, 1822)",8985.8
"621","Piranga olivacea",22722466,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","CARDINALIDAE","Piranga","Scarlet Tanager","(Gmelin, 1789)",13903.6
"622","Piranga rubra",22722456,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","CARDINALIDAE","Piranga","Summer Tanager","(Linnaeus, 1758)",12655.8
"623","Pitangus sulphuratus",22700605,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Pitangus","Great Kiskadee","(Linnaeus, 1766)",4508.4
"624","Polioptila plumbea",103882288,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","POLIOPTILIDAE","Polioptila","Tropical Gnatcatcher","(Gmelin, 1788)",251.200000000001
"625","Progne chalybea",22712110,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","HIRUNDINIDAE","Progne","Grey-breasted Martin","(Gmelin, 1789)",31446.2
"626","Progne tapera",22712092,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","HIRUNDINIDAE","Progne","Brown-chested Martin","(Linnaeus, 1766)",27409.2
"627","Protonotaria citrea",22721765,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Protonotaria","Prothonotary Warbler","(Boddaert, 1783)",13243
"628","Psarocolius decumanus",22723982,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Psarocolius","Crested Oropendola","(Pallas, 1769)",9426.2
"629","Pyrocephalus rubinus",103682912,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Pyrocephalus","Common Vermilion Flycatcher","(Boddaert, 1783)",7664.6
"630","Ramphocelus dimidiatus",22722500,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Ramphocelus","Crimson-backed Tanager","Lafresnaye, 1837",2967
"631","Riparia riparia",103815961,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","HIRUNDINIDAE","Riparia","Collared Sand Martin","(Linnaeus, 1758)",30125
"632","Rostrhamus sociabilis",22695048,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Rostrhamus","Snail Kite","(Vieillot, 1817)",19922.4
"633","Rupornis magnirostris",22695880,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Rupornis","Roadside Hawk","(Gmelin, 1788)",11775
"634","Saltator coerulescens",103812647,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Saltator","Amazonian Grey Saltator","Vieillot, 1817",1866
"635","Saltator maximus",22723872,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Saltator","Buff-throated Saltator","(Müller, 1776)",3627.6
"636","Saltator orenocensis",22723885,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Saltator","Orinocan Saltator","Lafresnaye, 1846",4288.2
"637","Saltator striatipectus",22731538,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Saltator","Streaked Saltator","Lafresnaye, 1847",2453.2
"638","Sarcoramphus papa",22697645,"ANIMALIA","CHORDATA","AVES","CATHARTIFORMES","CATHARTIDAE","Sarcoramphus","King Vulture","(Linnaeus, 1758)",18821.4
"639","Setophaga castanea",22721734,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Setophaga","Bay-breasted Warbler","(Wilson, 1810)",13683.4
"640","Setophaga cerulea",22721740,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Setophaga","Cerulean Warbler","(Wilson, 1810)",15591.8
"641","Setophaga fusca",22721695,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Setophaga","Blackburnian Warbler","(Müller, 1776)",15004.6
"642","Setophaga pitiayumi",103798640,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Setophaga","Tropical Parula","(Vieillot, 1817)",5976.4
"643","Setophaga ruticilla",22721762,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Setophaga","American Redstart","(Linnaeus, 1758)",9279.4
"644","Setophaga striata",22721737,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Setophaga","Blackpoll Warbler","(Forster, 1772)",14197.2
"645","Sicalis flaveola",22723346,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sicalis","Saffron Finch","(Linnaeus, 1766)",6343.4
"646","Spiza americana",22723796,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","CARDINALIDAE","Spiza","Dickcissel","(Gmelin, 1789)",10600.6
"647","Sporophila americana",22733946,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Wing-barred Seedeater","(Gmelin, 1789)",5609.4
"648","Sporophila bouvronides",22723431,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Lesson's Seedeater","(Lesson, 1831)",6783.8
"649","Sporophila intermedia",22723410,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Grey Seedeater","Cabanis, 1851",3334
"650","Sporophila lineola",22723434,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Lined Seedeater","(Linnaeus, 1758)",3994.6
"651","Sporophila minuta",22723478,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Ruddy-breasted Seedeater","(Linnaeus, 1758)",4288.2
"652","Sporophila nigricollis",105963139,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Yellow-bellied Seedeater","(Vieillot, 1823)",2012.8
"653","Sporophila schistacea",22723406,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Sporophila","Slate-colored Seedeater","Lawrence, 1862",9499.6
"654","Stelgidopteryx ruficollis",22712162,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","HIRUNDINIDAE","Stelgidopteryx","Southern Rough-winged Swallow","(Vieillot, 1817)",29097.4
"655","Streptoprocne zonaris",22686476,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Streptoprocne","White-collared Swift","(Shaw, 1796)",39446.8
"656","Synallaxis albescens",22702301,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Synallaxis","Pale-breasted Spinetail","Temminck, 1823",1352.2
"657","Synallaxis brachyura",22702308,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Synallaxis","Slaty Spinetail","Lafresnaye, 1843",471.400000000001
"658","Tachycineta albiventer",22712065,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","HIRUNDINIDAE","Tachycineta","White-winged Swallow","(Boddaert, 1783)",28583.6
"659","Tachyphonus rufus",22722400,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Tachyphonus","White-lined Tanager","(Boddaert, 1783)",3113.8
"660","Tangara cyanicollis",22722915,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Tangara","Blue-necked Tanager","(d'Orbigny &amp; Lafresnaye, 1837)",7297.6
"661","Tangara gyrola",22722878,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Tangara","Bay-headed Tanager","(Linnaeus, 1758)",6710.4
"662","Tangara larvata",22722918,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Tangara","Golden-hooded Tanager","(Du Bus, 1846)",6930.6
"663","Tangara vitriolina",22722897,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Tangara","Scrub Tanager","(Cabanis, 1850)",6563.6
"664","Tapera naevia",22684444,"ANIMALIA","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE","Tapera","Striped Cuckoo","(Linnaeus, 1766)",7958.2
"665","Thalurania colombica",22726696,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Thalurania","Crowned Woodnymph","(Bourcier, 1843)",41281.8
"666","Thryophilus rufalbus",22711455,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE","Thryophilus","Rufous-and-white Wren","(Lafresnaye, 1845)",31.0000000000006
"667","Tiaris olivaceus",22723603,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Tiaris","Yellow-faced Grassquit","(Linnaeus, 1766)",5095.6
"668","Tigrisoma lineatum",22697269,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Tigrisoma","Rufescent Tiger-heron","(Boddaert, 1783)",3554.2
"669","Tityra inquisitor",22700692,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TITYRIDAE","Tityra","Black-crowned Tityra","(Lichtenstein, 1823)",10674
"670","Tityra semifasciata",22700689,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TITYRIDAE","Tityra","Masked Tityra","(Spix, 1825)",9426.2
"671","Todirostrum cinereum",22699027,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Todirostrum","Common Tody-flycatcher","(Linnaeus, 1766)",2233
"672","Todirostrum nigriceps",22699035,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Todirostrum","Black-headed Tody-flycatcher","Sclater, 1855",3260.6
"673","Tolmomyias sulphurescens",22699605,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Tolmomyias","Yellow-olive Flatbill","(Spix, 1825)",2746.8
"674","Troglodytes aedon",103886826,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE","Troglodytes","House Wren","Vieillot, 1809",691.600000000001
"675","Turdus ignobilis",103890779,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Turdus","Black-billed Thrush","Sclater, 1857",5462.6
"676","Turdus leucomelas",22708888,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Turdus","Pale-breasted Thrush","Vieillot, 1818",7664.6
"677","Tyrannulus elatus",22699227,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Tyrannulus","Yellow-crowned Tyrannulet","(Latham, 1790)",5315.8
"678","Tyrannus dominicensis",22700509,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Tyrannus","Grey Kingbird","(Gmelin, 1788)",13316.4
"679","Tyrannus melancholicus",22700485,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Tyrannus","Tropical Kingbird","Vieillot, 1819",8618.8
"680","Tyrannus savana",22700503,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Tyrannus","Fork-tailed Flycatcher","Vieillot, 1808",14711
"681","Tyrannus tyrannus",22700506,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Tyrannus","Eastern Kingbird","(Linnaeus, 1758)",15665.2
"682","Tyto alba",22688504,"ANIMALIA","CHORDATA","AVES","STRIGIFORMES","TYTONIDAE","Tyto","Common Barn-owl","(Scopoli, 1769)",20362.8
"683","Vanellus chilensis",22694075,"ANIMALIA","CHORDATA","AVES","CHARADRIIFORMES","CHARADRIIDAE","Vanellus","Southern Lapwing","(Molina, 1782)",13977
"684","Veniliornis kirkii",22681212,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Veniliornis","Red-rumped Woodpecker","(Malherbe, 1845)",4068
"685","Vermivora chrysoptera",22721618,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Vermivora","Golden-winged Warbler","(Linnaeus, 1766)",10233.6
"686","Volatinia jacarina",22723396,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Volatinia","Blue-black Grassquit","(Linnaeus, 1766)",1572.4
"687","Xenops minutus",103670750,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Xenops","White-throated Xenops","(Sparrman, 1788)",5315.8
"688","Xiphorhynchus susurrans",22729055,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Xiphorhynchus","Cocoa Woodcreeper","(Jardine, 1847)",4288.2
"689","Zenaida auriculata",22690747,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Zenaida","Eared Dove","(Des Murs, 1847)",15224.8
"690","Alouatta seniculus",198676562,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE","Alouatta","Colombian Red Howler Monkey","(Linnaeus, 1766)",10624.62864
"691","Aotus griseimembra",1807,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","Grey-handed Night Monkey","Elliot, 1912",561.8
"692","Aotus lemurinus",1808,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","Colombian Night Monkey","I. Geoffroy, 1846",127.1
"693","Artibeus lituratus",2136,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","Great Fruit-eating Bat","(Olfers, 1818)",127.1
"694","Artibeus planirostris",2139,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Artibeus","Flat-faced Fruit-eating Bat","(Spix, 1823)",127.1
"695","Ateles hybridus",39961,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE","Ateles","Brown Spider Monkey","I. Geoffroy, 1829",10624.62864
"696","Bradypus variegatus",3038,"ANIMALIA","CHORDATA","MAMMALIA","PILOSA","BRADYPODIDAE","Bradypus","Brown-throated Sloth","Schinz, 1825",561.8
"697","Cabassous centralis",3412,"ANIMALIA","CHORDATA","MAMMALIA","CINGULATA","CHLAMYPHORIDAE","Cabassous","Northern Naked-tailed Armadillo","(Miller, 1899)",561.8
"698","Carollia castanea",88110411,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Chestnut Short-tailed Bat","H. Allen, 1890",127.1
"699","Carollia perspicillata",3905,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Seba's Short-tailed Bat","(Linnaeus, 1758)",127.1
"700","Cebus albifrons",39951,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CEBIDAE","Cebus","Humboldt's White-fronted Capuchin","(Humboldt, 1812)",561.8
"701","Cebus capucinus",81257277,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CEBIDAE","Cebus","Colombian White-throated Capuchin","(Linnaeus, 1758)",561.8
"702","Cerdocyon thous",4248,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Cerdocyon","Crab-eating Fox","(Linnaeus, 1766)",10624.62864
"703","Chironectes minimus",4671,"ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Chironectes","Water Opossum","(Zimmermann, 1780)",127.1
"704","Choloepus hoffmanni",4778,"ANIMALIA","CHORDATA","MAMMALIA","PILOSA","MEGALONYCHIDAE","Choloepus","Hoffmann's Two-toed Sloth","W. Peters, 1858",561.8
"705","Coendou prehensilis",101228458,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Coendou","Brazilian Porcupine","(Linnaeus, 1758)",561.8
"706","Coendou rufescens",7010,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Coendou","Stump-tailed Porcupine","(Gray, 1865)",127.1
"707","Conepatus semistriatus",41633,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","Conepatus","Striped Hog-nosed Skunk","(Boddaert, 1785)",127.1
"708","Cuniculus paca",699,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CUNICULIDAE","Cuniculus","Paca","(Linnaeus, 1766)",10624.62864
"709","Dasyprocta punctata",89497686,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DASYPROCTIDAE","Dasyprocta","Central American Agouti","Gray, 1842",561.8
"710","Dasypus novemcinctus",6290,"ANIMALIA","CHORDATA","MAMMALIA","CINGULATA","DASYPODIDAE","Dasypus","Nine-banded Armadillo","Linnaeus, 1758",561.8
"711","Didelphis marsupialis",40501,"ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Didelphis","Common Opossum","Linnaeus, 1758",127.1
"712","Eira barbara",41644,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Eira","Tayra","(Linnaeus, 1758)",561.8
"713","Eptesicus brasiliensis",7916,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","Brazilian Brown Bat","(Desmarest, 1819)",127.1
"714","Galictis vittata",41640,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Galictis","Greater Grison","(Schreber, 1776)",561.8
"715","Glossophaga longirostris",9275,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","Miller's Long-tongued Bat","Miller, 1898",127.1
"716","Glossophaga soricina",9277,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","Pallas's Long-tongued Bat","(Pallas, 1766)",127.1
"717","Herpailurus yagouaroundi",9948,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Herpailurus","Jaguarundi","(É. Geoffroy Saint-Hilaire, 1803)",10624.62864
"718","Heteromys anomalus",47802541,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HETEROMYIDAE","Heteromys","Caribbean Spiny Pocket Mouse","(Thompson, 1815)",127.1
"719","Heteromys australis",10005,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HETEROMYIDAE","Heteromys","Southern Spiny Pocket Mouse","Thomas, 1901",127.1
"720","Hydrochoerus hydrochaeris",10300,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CAVIIDAE","Hydrochoerus","Capybara","(Linnaeus, 1766)",10624.62864
"721","Hydrochoerus isthmius",136277,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CAVIIDAE","Hydrochoerus","Lesser Capybara","Goldman, 1912",10624.62864
"722","Leopardus pardalis",11509,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","Ocelot","(Linnaeus, 1758)",10624.62864
"723","Leopardus wiedii",11511,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","Margay","(Schinz, 1821)",561.8
"724","Macrophyllum macrophyllum",12615,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Macrophyllum","Long-legged Bat","(Schinz, 1821)",127.1
"725","Marmosa robinsoni",40506,"ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Marmosa","Robinson's Mouse Opossum","Bangs, 1898",127.1
"726","Metachirus nudicaudatus",40509,"ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Metachirus","Brown Four-eyed Opossum","(É. Geoffroy, 1803)",127.1
