"","sci_name","taxonid","kingdom","phylum","class","order","family","genus","main_common_name","authority","disp_dist_m"
"1","Abarema barbouriana",22484069,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Abarema",NA,"(Standl.) Barneby & J.W.Grimes",1000
"2","Abarema jupunba",144254416,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Abarema",NA,"(Willd.) Britton &amp; Killip",1000
"3","Acalypha diversifolia",150117801,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Acalypha",NA,"Jacq.",1000
"4","Acalypha macrostachya",146790439,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Acalypha",NA,"Jacq.",1000
"5","Acalypha platyphylla",189172804,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Acalypha",NA,"Müll.Arg.",1000
"6","Acalypha schiedeana",144287050,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Acalypha",NA,"Schltdl.",1000
"7","Acalypha villosa",149206660,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Acalypha",NA,"Jacq.",1000
"8","Adelia triloba",150000213,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Adelia",NA,"(Müll.Arg.) Hemsl.",1000
"9","Adenaria floribunda",135868152,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","LYTHRACEAE","Adenaria",NA,"Kunth",1000
"10","Aegiphila elata",203637507,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Aegiphila",NA,"Sw.",1000
"11","Aegiphila integrifolia",151974556,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Aegiphila",NA,"(Jacq.) B.D.Jacks.",1000
"12","Aegiphila laeta",151944220,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Aegiphila",NA,"Kunth",1000
"13","Aegiphila mollis",150009533,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Aegiphila",NA,"Kunth",1000
"14","Aegiphila novogranatensis",158692725,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Aegiphila",NA,"Moldenke",1000
"15","Aegiphila truncata",164867159,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Aegiphila","Mantequillo","Moldenke",1000
"16","Albizia carbonaria",129105602,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Albizia",NA,"Britton",1000
"17","Albizia niopoides",62475,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Albizia",NA,"(Bentham) Burkart",1000
"18","Alchornea discolor",179302244,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Alchornea",NA,"Poepp.",1000
"19","Alchornea glandulosa",145689195,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Alchornea",NA,"Poepp.",1000
"20","Alchornea grandiflora",145703780,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Alchornea",NA,"Müll.Arg.",1000
"21","Alchornea latifolia",136793437,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Alchornea",NA,"Sw.",1000
"22","Alchornea triplinervia",60759001,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Alchornea",NA,"(Spreng.) Müll.Arg.",1000
"23","Alibertia edulis",150111913,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Alibertia",NA,"(Rich.) A.Rich. ex DC.",1000
"24","Allophylus amazonicus",145658750,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Allophylus",NA,"(Mart.) Radlk.",300
"25","Allophylus racemosus",150114378,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Allophylus",NA,"Sw.",300
"26","Alseis blackiana",215062886,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Alseis","Mameicillo","Hemsl.",1000
"27","Alternanthera sessilis",164480,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AMARANTHACEAE","Alternanthera","Sessile Joyweed","(L.) R.Br. ex DC.",1000
"28","Amaioua guianensis",179315435,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Amaioua",NA,"Aubl.",1000
"29","Ampelocera edentula",179289717,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","ULMACEAE","Ampelocera",NA,"Kuhlm.",1000
"30","Ampelocera macphersonii",151273316,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","ULMACEAE","Ampelocera",NA,"Todzia",1000
"31","Amyris pinnata",150011123,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Amyris",NA,"Kunth",300
"32","Anadenanthera peregrina",144262459,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Anadenanthera",NA,"(L.) Speg.",1000
"33","Andira inermis",60761659,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Andira","Cabbage Tree","(Wright) DC.",1000
"34","Andira surinamensis",144275633,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Andira",NA,"(Bondt) Splitg. ex Pulle",1000
"35","Andira taurotesticulata",129105607,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Andira","Cojones de Toro","R.T.Penn.",1000
"36","Aparisthmium cordatum",150004558,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Aparisthmium",NA,"(A.Juss.) Baill.",1000
"37","Apeiba tibourbou",144314871,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Apeiba",NA,"Aubl.",1000
"38","Apuleia leiocarpa",61220263,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Apuleia","Anacaspi","(Vogel) J.F.Macbr.",1000
"39","Aralia excelsa",176099132,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Aralia","Cedro macho","(Griseb.) J.Wen",300
"40","Ardisia foetida",151214924,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE","Ardisia",NA,"Willd. ex Roem. &amp; Schult.",1000
"41","Ardisia guianensis",146766772,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE","Ardisia",NA,"(Aubl.) Mez",1000
"42","Aspidosperma cuspa",135867670,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Aspidosperma",NA,"(Kunth) S.F.Blake ex Pittier",300
"43","Aspidosperma desmanthum",61360716,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Aspidosperma",NA,"Benth. ex Müll.Arg.",300
"44","Aspidosperma megalocarpon",34746,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Aspidosperma",NA,"Müll.Arg.",300
"45","Baccharis latifolia",42532611,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Baccharis",NA,"Pers.",1000
"46","Baccharis nitida",192375554,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Baccharis",NA,"(Ruiz &amp; Pav.) Pers.",1000
"47","Banara guianensis",151217242,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Banara",NA,"Aubl.",3000
"48","Bauhinia aculeata",135866869,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Bauhinia",NA,"L.",1000
"49","Bauhinia petiolata",151943994,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Bauhinia",NA,"(Mutis ex DC.) Triana ex Hook.",1000
"50","Bauhinia picta",37851,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Bauhinia","Palo de Orquídeas","(Kunth) DC.",1000
"51","Bauhinia ungulata",146787040,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Bauhinia",NA,"L.",1000
"52","Bejaria aestuans",136787839,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","ERICACEAE","Bejaria",NA,"Mutis ex L.",1000
"53","Boehmeria caudata",136778747,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Boehmeria",NA,"Sw.",1000
"54","Bonellia frutescens",206143306,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE","Bonellia","Barbasco","(Mill.) B.Ståhl &amp; Källersjö",1000
"55","Bowdichia virgilioides",62021373,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Bowdichia",NA,"Kunth",1000
"56","Bredemeyera floribunda",179279185,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","POLYGALACEAE","Bredemeyera",NA,"Willd.",1000
"57","Brownea coccinea",144278214,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Brownea",NA,"Jacq.",1000
"58","Brownea stenantha",153330384,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Brownea",NA,"Britton &amp; Killip",1000
"59","Buddleja americana",150120590,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","SCROPHULARIACEAE","Buddleja",NA,"L.",1000
"60","Caesalpinia cassioides",194004838,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Caesalpinia",NA,"Willd.",1000
"61","Caesalpinia pulcherrima",130102665,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Caesalpinia",NA,"(L.) Sw.",1000
"62","Calea sessiliflora",203441832,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Calea","Carrasposa","Less.",1000
"63","Calliandra coriacea",146790106,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Calliandra",NA,"(Humb. &amp; Bonpl. ex Willd.) Benth.",1000
"64","Calliandra magdalenae",150004024,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Calliandra",NA,"(Bertero ex DC.) Benth.",1000
"65","Calliandra pittieri",129738968,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Calliandra","Carbonero","Standl.",1000
"66","Calliandra trinervia",150008487,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Calliandra",NA,"Benth.",1000
"67","Callicarpa acuminata",146785732,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Callicarpa",NA,"Kunth",1000
"68","Calotropis procera",19181123,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Calotropis","Apple of Sodom","(Aiton) Dryand.",300
"69","Calycophyllum candidissimum",61957677,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Calycophyllum",NA,"(Vahl) DC.",1000
"70","Canavalia rosea",65899681,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Canavalia","Beach Bean","(Sw.) DC.",1000
"71","Capsicum annuum",100895534,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Capsicum","Bell Pepper","L.",300
"72","Capsicum rhomboideum",107659536,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Capsicum",NA,"(Dunal) Kuntze",300
"73","Cardiospermum halicacabum",82412344,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Cardiospermum","Balloon vine","L.",300
"74","Cascabela thevetia",146789945,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE","Cascabela",NA,"(L.) Lippold",300
"75","Casearia aculeata",62100951,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia","Cockspur","Jacq.",3000
"76","Casearia arborea",150102735,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"(Rich.) Urb.",3000
"77","Casearia combaymensis",151829247,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Tul.",3000
"78","Casearia corymbosa",176009479,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Kunth",3000
"79","Casearia decandra",208122817,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Jacq.",3000
"80","Casearia grandiflora",179288812,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Cambess.",3000
"81","Casearia guianensis",208122942,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"(Aubl.) Urb.",3000
"82","Casearia mariquitensis",151829481,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Kunth",3000
"83","Casearia praecox",61959669,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Griseb.",3000
"84","Casearia sylvestris",136778457,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Sw.",3000
"85","Casearia ulmifolia",146066661,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Vahl ex Vent.",3000
"86","Casearia zizyphoides",145578440,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE","Casearia",NA,"Kunth",3000
"87","Cassia fistula",136142327,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Cassia",NA,"L.",1000
"88","Cassia grandis",144277575,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Cassia",NA,"L.f.",1000
"89","Cassia moschata",129738981,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Cassia","Bronze Shower Tree","Kunth",1000
"90","Cavanillesia platanifolia",34748,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Cavanillesia","Hamelí","(Bonpl.) Kunth",1000
"91","Cecropia angustifolia",152001040,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Cecropia","Guarumo","Trécul",1000
"92","Cecropia engleriana",145590058,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Cecropia",NA,"Snethl.",1000
"93","Cecropia membranacea",145590356,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Cecropia",NA,"Trécul",1000
"94","Cecropia obtusifolia",219964819,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Cecropia","Guaruma De Pava","Bertol.",1000
"95","Cecropia peltata",61967634,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Cecropia",NA,"L.",1000
"96","Ceiba pentandra",61782438,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Ceiba",NA,"(L.) Gaertn.",1000
"97","Celosia argentea",136637216,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","AMARANTHACEAE","Celosia",NA,"L.",1000
"98","Centrolobium paraense",62021645,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Centrolobium",NA,"Tul.",1000
"99","Centrosema macrocarpum",19891502,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Centrosema",NA,"Benth.",1000
"100","Cestrum alternifolium",176095589,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Cestrum",NA,"(Jacq.) O.E.Schulz",300
"101","Cestrum latifolium",146115438,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Cestrum",NA,"Lam.",300
"102","Cestrum mariquitense",146115598,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Cestrum",NA,"Kunth",300
"103","Cestrum microcalyx",145678955,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Cestrum",NA,"Francey",300
"104","Cestrum nocturnum",72045868,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Cestrum","Night-blooming Cestrum","L.",300
"105","Cestrum tomentosum",146119463,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Cestrum",NA,"L.f.",300
"106","Chamaecrista desvauxii",19892114,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Chamaecrista",NA,"(Collad.) Killip",1000
"107","Chamaecrista nictitans",19893070,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Chamaecrista","Partridge-pea","(L.) Moench",1000
"108","Chiococca alba",56503531,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Chiococca",NA,"(L.) Hitchc.",1000
"109","Chiococca belizensis",146782884,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Chiococca",NA,"Lundell",1000
"110","Chloroleucon mangense",62490,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Chloroleucon","Guayabillo","(Jacq.) Britton & Rose",1000
"111","Chomelia spinosa",150114589,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Chomelia",NA,"Jacq.",1000
"112","Chomelia tenuiflora",145676881,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Chomelia",NA,"Benth.",1000
"113","Citharexylum poeppigii",145685484,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","VERBENACEAE","Citharexylum",NA,"Walp.",1000
"114","Clathrotropis macrocarpa",62021691,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Clathrotropis",NA,"Ducke",1000
"115","Clavija mezii",151215527,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE","Clavija",NA,"Pittier",1000
"116","Clavija ornata",206267899,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE","Clavija",NA,"D.Don",1000
"117","Cleidion castaneifolium",146789024,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Cleidion",NA,"Müll.Arg.",1000
"118","Clibadium surinamense",135866619,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Clibadium",NA,"L.",1000
"119","Clitoria dendrina",205716166,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Clitoria","Generala","Pittier",1000
"120","Cnidoscolus urens",150016331,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Cnidoscolus",NA,"(L.) Arthur",1000
"121","Coccoloba acuminata",150112747,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE","Coccoloba",NA,"Kunth",1000
"122","Coccoloba coronata",151945570,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE","Coccoloba",NA,"Jacq.",1000
"123","Coccoloba densifrons",145686090,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE","Coccoloba",NA,"Mart. ex Meisn.",1000
"124","Coccoloba lehmannii",151950083,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE","Coccoloba",NA,"Lindau",1000
"125","Coccoloba obovata",150002316,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE","Coccoloba",NA,"Kunth",1000
"126","Coccoloba padiformis",145705791,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","POLYGONACEAE","Coccoloba",NA,"Meisn.",1000
"127","Codiaeum variegatum",146095610,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Codiaeum",NA,"(L.) Rumph. ex A.Juss.",1000
"128","Coffea arabica",18289789,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Coffea","Arabica Coffee","L.",1000
"129","Cojoba rufescens",37817,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Cojoba",NA,"(Benth.) Britton & Rose",1000
"130","Condaminea corymbosa",145707574,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Condaminea",NA,"(Ruiz &amp; Pav.) DC.",1000
"131","Copaifera pubiflora",144310140,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Copaifera",NA,"Benth.",1000
"132","Cordiera myrciifolia",145660958,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Cordiera",NA,"(K.Schum.) Perss. &amp; Delprete",1000
"133","Cornutia odorata",158693429,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Cornutia",NA,"(Poepp.) Schauer",1000
"134","Cornutia pyramidata",150114088,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Cornutia",NA,"L.",1000
"135","Cosmibuena grandiflora",150006967,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Cosmibuena",NA,"(Ruiz &amp; Pav.) Rusby",1000
"136","Coursetia caribaea",130105549,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Coursetia",NA,"(Jacq.) Lavin",1000
"137","Coursetia ferruginea",144257262,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Coursetia",NA,"(Kunth) Lavin",1000
"138","Coussapoa ovalifolia",189105059,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","URTICACEAE","Coussapoa","Urcu Renaco","Trécul",1000
"139","Coussarea paniculata",149999755,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Coussarea",NA,"(Willd.) Standl.",1000
"140","Coutarea hexandra",150120172,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Coutarea",NA,"(Jacq.) K.Schum.",1000
"141","Critonia morifolia",146792809,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Critonia",NA,"(Mill.) R.M.King &amp; H.Rob.",1000
"142","Critoniella acuminata",189174433,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Critoniella",NA,"(Kunth) R.M.King &amp; H.Rob.",1000
"143","Crotalaria micans",19892472,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Crotalaria",NA,"Link",1000
"144","Crotalaria nitens",19892785,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Crotalaria",NA,"Kunth",1000
"145","Croton fragrans",151948540,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Croton",NA,"Kunth",1000
"146","Croton gossypiifolius",145707681,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Croton",NA,"Vahl",1000
"147","Croton hibiscifolius",205242362,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Croton","Palo Blanco","Kunth ex Spreng.",1000
"148","Croton niveus",144299735,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Croton",NA,"Jacq.",1000
"149","Croton schiedeanus",136784539,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Croton",NA,"Schltdl.",1000
"150","Croton smithianus",145701166,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE","Croton",NA,"Croizat",1000
"151","Cupania americana",208169280,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Cupania",NA,"L.",300
"152","Cupania cinerea",145689469,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Cupania",NA,"Poepp.",300
"153","Cupania latifolia",210248824,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Cupania","Guacharaco","Kunth",300
"154","Cupania scrobiculata",146792684,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Cupania",NA,"Rich.",300
"155","Cybianthus poeppigii",215059111,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE","Cybianthus",NA,"Mez",1000
