"sp","ssp","habitat","big_habitat","connect","time_periods"
"Myoprocta.pratti","ssp370",1,1,1,"2061-2080"
"Myoprocta.pratti","ssp370",1,1,1,"2081-2100"
"Myotis.albescens","ssp370",1,1,1,"1970-2000"
"Myotis.albescens","ssp370",1,1,1,"2021-2040"
"Myotis.albescens","ssp370",1,1,1,"2041-2060"
"Myotis.albescens","ssp370",1,1,1,"2061-2080"
"Myotis.albescens","ssp370",1,1,1,"2081-2100"
"Myotis.keaysi","ssp370",1,1,1,"1970-2000"
"Myotis.keaysi","ssp370",1,1,1,"2021-2040"
"Myotis.keaysi","ssp370",1,1,1,"2041-2060"
"Myotis.keaysi","ssp370",1,1,1,"2061-2080"
"Myotis.keaysi","ssp370",1,1,1,"2081-2100"
"Myotis.nigricans","ssp370",1,1,1,"1970-2000"
"Myotis.nigricans","ssp370",1,1,1,"2021-2040"
"Myotis.nigricans","ssp370",1,1,1,"2041-2060"
"Myotis.nigricans","ssp370",1,1,1,"2061-2080"
"Myotis.nigricans","ssp370",1,1,1,"2081-2100"
"Myotis.oxyotus","ssp370",1,1,1,"1970-2000"
"Myotis.oxyotus","ssp370",1,1,1,"2021-2040"
"Myotis.oxyotus","ssp370",1,1,1,"2041-2060"
"Myotis.oxyotus","ssp370",1,1,1,"2061-2080"
"Myotis.oxyotus","ssp370",1,1,1,"2081-2100"
"Myotis.riparius","ssp370",1,1,1,"1970-2000"
"Myotis.riparius","ssp370",1,1,1,"2021-2040"
"Myotis.riparius","ssp370",1,1,1,"2041-2060"
"Myotis.riparius","ssp370",1,1,1,"2061-2080"
"Myotis.riparius","ssp370",1,1,1,"2081-2100"
"Myrmecophaga.tridactyla","ssp370",1,1,1,"1970-2000"
"Myrmecophaga.tridactyla","ssp370",1,1,1,"2021-2040"
"Myrmecophaga.tridactyla","ssp370",1,1,1,"2041-2060"
"Myrmecophaga.tridactyla","ssp370",1,1,1,"2061-2080"
"Myrmecophaga.tridactyla","ssp370",1,1,1,"2081-2100"
"Nasua.narica","ssp370",1,1,1,"1970-2000"
"Nasua.narica","ssp370",1,1,1,"2021-2040"
"Nasua.narica","ssp370",1,1,1,"2041-2060"
"Nasua.narica","ssp370",1,1,1,"2061-2080"
"Nasua.narica","ssp370",1,1,1,"2081-2100"
"Nasua.nasua","ssp370",1,1,1,"1970-2000"
"Nasua.nasua","ssp370",1,1,1,"2021-2040"
"Nasua.nasua","ssp370",1,1,1,"2041-2060"
"Nasua.nasua","ssp370",1,1,1,"2061-2080"
"Nasua.nasua","ssp370",1,1,1,"2081-2100"
"Nasuella.olivacea","ssp370",1,1,1,"1970-2000"
"Nasuella.olivacea","ssp370",1,1,1,"2021-2040"
"Nasuella.olivacea","ssp370",1,1,1,"2041-2060"
"Nasuella.olivacea","ssp370",1,1,1,"2061-2080"
"Nasuella.olivacea","ssp370",1,1,1,"2081-2100"
"Natalus.tumidirostris","ssp370",0,0,0,NA
"Neacomys.spinosus","ssp370",1,1,1,"1970-2000"
"Neacomys.spinosus","ssp370",1,1,1,"2021-2040"
"Neacomys.spinosus","ssp370",1,1,1,"2041-2060"
"Neacomys.spinosus","ssp370",1,1,1,"2061-2080"
"Neacomys.spinosus","ssp370",1,1,1,"2081-2100"
"Neogale.felipei","ssp370",1,1,1,"1970-2000"
"Neogale.felipei","ssp370",1,1,1,"2021-2040"
"Neogale.felipei","ssp370",1,1,1,"2041-2060"
"Neogale.felipei","ssp370",1,1,1,"2061-2080"
"Neogale.felipei","ssp370",1,1,1,"2081-2100"
"Neogale.frenata","ssp370",1,1,1,"1970-2000"
"Neogale.frenata","ssp370",1,1,1,"2021-2040"
"Neogale.frenata","ssp370",1,1,1,"2041-2060"
"Neogale.frenata","ssp370",1,1,1,"2061-2080"
"Neogale.frenata","ssp370",1,1,1,"2081-2100"
"Nephelomys.childi","ssp370",1,1,1,"1970-2000"
"Nephelomys.childi","ssp370",1,1,1,"2021-2040"
"Nephelomys.childi","ssp370",1,1,1,"2041-2060"
"Nephelomys.childi","ssp370",1,1,1,"2061-2080"
"Nephelomys.childi","ssp370",1,1,1,"2081-2100"
"Noctilio.albiventris","ssp370",1,1,1,"1970-2000"
"Noctilio.albiventris","ssp370",1,1,1,"2021-2040"
"Noctilio.albiventris","ssp370",1,1,1,"2041-2060"
"Noctilio.albiventris","ssp370",1,1,1,"2061-2080"
"Noctilio.albiventris","ssp370",1,1,1,"2081-2100"
"Noctilio.leporinus","ssp370",1,1,1,"1970-2000"
"Noctilio.leporinus","ssp370",1,1,1,"2021-2040"
"Noctilio.leporinus","ssp370",1,1,1,"2041-2060"
"Noctilio.leporinus","ssp370",1,1,1,"2061-2080"
"Noctilio.leporinus","ssp370",1,1,1,"2081-2100"
"Odocoileus.cariacou","ssp370",1,1,1,"1970-2000"
"Odocoileus.cariacou","ssp370",1,1,1,"2021-2040"
"Odocoileus.cariacou","ssp370",1,1,1,"2041-2060"
"Odocoileus.cariacou","ssp370",1,1,1,"2061-2080"
"Odocoileus.cariacou","ssp370",1,1,1,"2081-2100"
"Odocoileus.goudotii","ssp370",1,1,1,"1970-2000"
"Odocoileus.goudotii","ssp370",1,1,1,"2021-2040"
"Odocoileus.goudotii","ssp370",1,1,1,"2041-2060"
"Odocoileus.goudotii","ssp370",1,1,1,"2061-2080"
"Odocoileus.goudotii","ssp370",1,1,1,"2081-2100"
"Odocoileus.virginianus","ssp370",1,1,1,"1970-2000"
"Odocoileus.virginianus","ssp370",1,1,1,"2021-2040"
"Odocoileus.virginianus","ssp370",1,1,1,"2041-2060"
"Odocoileus.virginianus","ssp370",1,1,1,"2061-2080"
"Odocoileus.virginianus","ssp370",1,1,1,"2081-2100"
"Oecomys.bicolor","ssp370",1,1,1,"1970-2000"
"Oecomys.bicolor","ssp370",1,1,1,"2021-2040"
"Oecomys.bicolor","ssp370",1,1,1,"2041-2060"
"Oecomys.bicolor","ssp370",1,1,1,"2061-2080"
"Oecomys.bicolor","ssp370",1,1,1,"2081-2100"
"Oecomys.trinitatis","ssp370",1,1,1,"1970-2000"
"Oecomys.trinitatis","ssp370",1,1,1,"2021-2040"
"Oecomys.trinitatis","ssp370",1,1,1,"2041-2060"
"Oecomys.trinitatis","ssp370",1,1,1,"2061-2080"
"Oecomys.trinitatis","ssp370",1,1,1,"2081-2100"
"Olallamys.albicauda","ssp370",1,1,1,"1970-2000"
"Olallamys.albicauda","ssp370",1,1,1,"2021-2040"
"Olallamys.albicauda","ssp370",1,1,1,"2041-2060"
"Olallamys.albicauda","ssp370",1,1,1,"2061-2080"
"Olallamys.albicauda","ssp370",1,1,1,"2081-2100"
"Olallamys.albicaudus","ssp370",1,1,1,"1970-2000"
"Olallamys.albicaudus","ssp370",1,1,1,"2021-2040"
"Olallamys.albicaudus","ssp370",1,1,1,"2041-2060"
"Olallamys.albicaudus","ssp370",1,1,1,"2061-2080"
"Olallamys.albicaudus","ssp370",1,1,1,"2081-2100"
"Oligoryzomys.destructor","ssp370",1,1,1,"1970-2000"
"Oligoryzomys.destructor","ssp370",1,1,1,"2021-2040"
"Oligoryzomys.destructor","ssp370",1,1,1,"2041-2060"
"Oligoryzomys.destructor","ssp370",1,1,1,"2061-2080"
"Oligoryzomys.destructor","ssp370",1,1,1,"2081-2100"
"Oligoryzomys.fulvescens","ssp370",1,1,1,"1970-2000"
"Oligoryzomys.fulvescens","ssp370",1,1,1,"2021-2040"
"Oligoryzomys.fulvescens","ssp370",1,1,1,"2041-2060"
"Oligoryzomys.fulvescens","ssp370",1,1,1,"2061-2080"
"Oligoryzomys.fulvescens","ssp370",1,1,1,"2081-2100"
"Ozotoceros.bezoarticus","ssp370",1,1,1,"1970-2000"
"Ozotoceros.bezoarticus","ssp370",1,1,1,"2021-2040"
"Panthera.onca","ssp370",1,1,1,"1970-2000"
"Panthera.onca","ssp370",1,1,1,"2021-2040"
"Panthera.onca","ssp370",1,1,1,"2041-2060"
"Panthera.onca","ssp370",1,1,1,"2061-2080"
"Panthera.onca","ssp370",1,1,1,"2081-2100"
"Pecari.tajacu","ssp370",1,1,1,"1970-2000"
"Pecari.tajacu","ssp370",1,1,1,"2021-2040"
"Pecari.tajacu","ssp370",1,1,1,"2041-2060"
"Pecari.tajacu","ssp370",1,1,1,"2061-2080"
"Pecari.tajacu","ssp370",1,1,1,"2081-2100"
"Peropteryx.macrotis","ssp370",1,1,1,"1970-2000"
"Peropteryx.macrotis","ssp370",1,1,1,"2021-2040"
"Peropteryx.macrotis","ssp370",1,1,1,"2041-2060"
"Peropteryx.macrotis","ssp370",1,1,1,"2061-2080"
"Peropteryx.macrotis","ssp370",1,1,1,"2081-2100"
"Philander.andersoni","ssp370",1,1,1,"1970-2000"
"Philander.andersoni","ssp370",1,1,1,"2021-2040"
"Philander.andersoni","ssp370",1,1,1,"2041-2060"
"Philander.andersoni","ssp370",1,1,1,"2061-2080"
"Philander.andersoni","ssp370",1,1,1,"2081-2100"
"Philander.melanurus","ssp370",1,1,1,"1970-2000"
"Philander.melanurus","ssp370",1,1,1,"2021-2040"
"Philander.melanurus","ssp370",1,1,1,"2041-2060"
"Philander.melanurus","ssp370",1,1,1,"2061-2080"
"Philander.melanurus","ssp370",1,1,1,"2081-2100"
"Philander.opossum","ssp370",1,1,1,"1970-2000"
"Philander.opossum","ssp370",1,1,1,"2021-2040"
"Philander.opossum","ssp370",1,1,1,"2041-2060"
"Philander.opossum","ssp370",1,1,1,"2061-2080"
"Philander.opossum","ssp370",1,1,1,"2081-2100"
"Phylloderma.stenops","ssp370",1,1,1,"1970-2000"
"Phylloderma.stenops","ssp370",1,1,1,"2021-2040"
"Phylloderma.stenops","ssp370",1,1,1,"2041-2060"
"Phylloderma.stenops","ssp370",1,1,1,"2061-2080"
"Phylloderma.stenops","ssp370",1,1,1,"2081-2100"
"Phyllostomus.discolor","ssp370",1,1,1,"1970-2000"
"Phyllostomus.discolor","ssp370",1,1,1,"2021-2040"
"Phyllostomus.discolor","ssp370",1,1,1,"2041-2060"
"Phyllostomus.discolor","ssp370",1,1,1,"2061-2080"
"Phyllostomus.discolor","ssp370",1,1,1,"2081-2100"
"Phyllostomus.elongatus","ssp370",1,1,1,"1970-2000"
"Phyllostomus.elongatus","ssp370",1,1,1,"2021-2040"
"Phyllostomus.elongatus","ssp370",1,1,1,"2041-2060"
"Phyllostomus.elongatus","ssp370",1,1,1,"2061-2080"
"Phyllostomus.elongatus","ssp370",1,1,1,"2081-2100"
"Phyllostomus.hastatus","ssp370",1,1,1,"1970-2000"
"Phyllostomus.hastatus","ssp370",1,1,1,"2021-2040"
"Phyllostomus.hastatus","ssp370",1,1,1,"2041-2060"
"Phyllostomus.hastatus","ssp370",1,1,1,"2061-2080"
"Phyllostomus.hastatus","ssp370",1,1,1,"2081-2100"
"Pithecia.hirsuta","ssp370",1,1,1,"1970-2000"
"Pithecia.hirsuta","ssp370",1,1,1,"2021-2040"
"Pithecia.hirsuta","ssp370",1,1,1,"2041-2060"
"Pithecia.milleri","ssp370",1,1,1,"1970-2000"
"Pithecia.milleri","ssp370",1,1,1,"2021-2040"
"Pithecia.milleri","ssp370",1,1,1,"2041-2060"
"Pithecia.milleri","ssp370",1,1,1,"2061-2080"
"Pithecia.milleri","ssp370",1,1,1,"2081-2100"
"Pithecia.monachus","ssp370",1,1,1,"1970-2000"
"Pithecia.monachus","ssp370",1,1,1,"2021-2040"
"Pithecia.monachus","ssp370",1,1,1,"2041-2060"
"Pithecia.monachus","ssp370",1,1,1,"2061-2080"
"Pithecia.monachus","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.brachycephalus","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.brachycephalus","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.brachycephalus","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.brachycephalus","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.brachycephalus","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.dorsalis","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.dorsalis","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.dorsalis","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.dorsalis","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.dorsalis","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.helleri","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.helleri","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.helleri","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.helleri","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.helleri","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.infuscus","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.infuscus","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.infuscus","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.infuscus","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.infuscus","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.lineatus","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.lineatus","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.lineatus","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.lineatus","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.lineatus","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.umbratus","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.umbratus","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.umbratus","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.umbratus","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.umbratus","ssp370",1,1,1,"2081-2100"
"Platyrrhinus.vittatus","ssp370",1,1,1,"1970-2000"
"Platyrrhinus.vittatus","ssp370",1,1,1,"2021-2040"
"Platyrrhinus.vittatus","ssp370",1,1,1,"2041-2060"
"Platyrrhinus.vittatus","ssp370",1,1,1,"2061-2080"
"Platyrrhinus.vittatus","ssp370",1,1,1,"2081-2100"
"Plecturocebus.caquetensis","ssp370",1,1,1,"1970-2000"
"Plecturocebus.caquetensis","ssp370",1,1,1,"2021-2040"
"Plecturocebus.caquetensis","ssp370",1,1,1,"2041-2060"
"Plecturocebus.caquetensis","ssp370",1,1,1,"2061-2080"
"Plecturocebus.caquetensis","ssp370",1,1,1,"2081-2100"
"Plecturocebus.ornatus","ssp370",1,1,1,"1970-2000"
"Plecturocebus.ornatus","ssp370",1,1,1,"2021-2040"
"Plecturocebus.ornatus","ssp370",1,1,1,"2041-2060"
"Plecturocebus.ornatus","ssp370",1,1,1,"2061-2080"
"Plecturocebus.ornatus","ssp370",1,1,1,"2081-2100"
"Potos.flavus","ssp370",1,1,1,"1970-2000"
"Potos.flavus","ssp370",1,1,1,"2021-2040"
"Potos.flavus","ssp370",1,1,1,"2041-2060"
"Potos.flavus","ssp370",1,1,1,"2061-2080"
"Potos.flavus","ssp370",1,1,1,"2081-2100"
"Priodontes.maximus","ssp370",1,1,1,"1970-2000"
"Priodontes.maximus","ssp370",1,1,1,"2021-2040"
"Priodontes.maximus","ssp370",1,1,1,"2041-2060"
"Priodontes.maximus","ssp370",1,1,1,"2061-2080"
"Priodontes.maximus","ssp370",1,1,1,"2081-2100"
"Procyon.cancrivorus","ssp370",1,1,1,"1970-2000"
"Procyon.cancrivorus","ssp370",1,1,1,"2021-2040"
"Procyon.cancrivorus","ssp370",1,1,1,"2041-2060"
"Procyon.cancrivorus","ssp370",1,1,1,"2061-2080"
"Procyon.cancrivorus","ssp370",1,1,1,"2081-2100"
"Procyon.lotor","ssp370",1,1,1,"1970-2000"
"Procyon.lotor","ssp370",1,1,1,"2021-2040"
"Procyon.lotor","ssp370",1,1,1,"2041-2060"
"Procyon.lotor","ssp370",1,1,1,"2061-2080"
"Procyon.lotor","ssp370",1,1,1,"2081-2100"
"Proechimys.brevicauda","ssp370",1,1,1,"1970-2000"
"Proechimys.brevicauda","ssp370",1,1,1,"2021-2040"
"Proechimys.brevicauda","ssp370",1,1,1,"2041-2060"
"Proechimys.brevicauda","ssp370",1,1,1,"2061-2080"
"Proechimys.brevicauda","ssp370",1,1,1,"2081-2100"
"Proechimys.chrysaeolus","ssp370",1,1,1,"1970-2000"
"Proechimys.chrysaeolus","ssp370",1,1,1,"2021-2040"
"Proechimys.chrysaeolus","ssp370",1,1,1,"2041-2060"
"Proechimys.chrysaeolus","ssp370",1,1,1,"2061-2080"
"Proechimys.chrysaeolus","ssp370",1,1,1,"2081-2100"
"Proechimys.oconnelli","ssp370",1,1,1,"1970-2000"
"Proechimys.oconnelli","ssp370",1,1,1,"2021-2040"
"Proechimys.oconnelli","ssp370",1,1,1,"2041-2060"
"Proechimys.oconnelli","ssp370",1,1,1,"2061-2080"
"Proechimys.oconnelli","ssp370",1,1,1,"2081-2100"
"Proechimys.quadruplicatus","ssp370",1,1,1,"1970-2000"
"Proechimys.quadruplicatus","ssp370",1,1,1,"2021-2040"
"Proechimys.quadruplicatus","ssp370",1,1,1,"2041-2060"
"Proechimys.quadruplicatus","ssp370",1,1,1,"2061-2080"
"Proechimys.quadruplicatus","ssp370",1,1,1,"2081-2100"
"Proechimys.semispinosus","ssp370",1,1,1,"1970-2000"
"Proechimys.semispinosus","ssp370",1,1,1,"2021-2040"
"Proechimys.semispinosus","ssp370",1,1,1,"2041-2060"
"Proechimys.semispinosus","ssp370",1,1,1,"2061-2080"
"Proechimys.semispinosus","ssp370",1,1,1,"2081-2100"
"Proechimys.simonsi","ssp370",1,1,1,"1970-2000"
"Proechimys.simonsi","ssp370",1,1,1,"2021-2040"
"Proechimys.simonsi","ssp370",1,1,1,"2041-2060"
"Proechimys.simonsi","ssp370",1,1,1,"2061-2080"
"Proechimys.simonsi","ssp370",1,1,1,"2081-2100"
"Pteronotus.davyi","ssp370",1,1,1,"1970-2000"
"Pteronotus.davyi","ssp370",1,1,1,"2021-2040"
"Pteronotus.gymnonotus","ssp370",1,1,1,"1970-2000"
"Pteronotus.gymnonotus","ssp370",1,1,1,"2021-2040"
"Pteronotus.gymnonotus","ssp370",1,1,1,"2041-2060"
"Pteronotus.gymnonotus","ssp370",1,1,1,"2061-2080"
"Pteronotus.gymnonotus","ssp370",1,1,1,"2081-2100"
"Pteronotus.parnellii","ssp370",1,1,1,"1970-2000"
"Pteronotus.parnellii","ssp370",1,1,1,"2021-2040"
"Pteronotus.parnellii","ssp370",1,1,1,"2041-2060"
"Pteronotus.parnellii","ssp370",1,1,1,"2061-2080"
"Pteronotus.parnellii","ssp370",1,1,1,"2081-2100"
"Pteronura.brasiliensis","ssp370",1,1,1,"1970-2000"
"Pteronura.brasiliensis","ssp370",1,1,1,"2021-2040"
"Pteronura.brasiliensis","ssp370",1,1,1,"2041-2060"
"Pteronura.brasiliensis","ssp370",1,1,1,"2061-2080"
"Pteronura.brasiliensis","ssp370",1,1,1,"2081-2100"
"Pudu.mephistophiles","ssp370",1,1,1,"1970-2000"
"Pudu.mephistophiles","ssp370",1,1,1,"2021-2040"
"Pudu.mephistophiles","ssp370",1,1,1,"2041-2060"
"Pudu.mephistophiles","ssp370",1,1,1,"2061-2080"
"Pudu.mephistophiles","ssp370",1,1,1,"2081-2100"
"Puma.concolor","ssp370",1,1,1,"1970-2000"
"Puma.concolor","ssp370",1,1,1,"2021-2040"
"Puma.concolor","ssp370",1,1,1,"2041-2060"
"Puma.concolor","ssp370",1,1,1,"2061-2080"
"Puma.concolor","ssp370",1,1,1,"2081-2100"
"Puma.yagouaroundi","ssp370",1,1,1,"1970-2000"
"Puma.yagouaroundi","ssp370",1,1,1,"2021-2040"
"Puma.yagouaroundi","ssp370",1,1,1,"2041-2060"
"Puma.yagouaroundi","ssp370",1,1,1,"2061-2080"
"Puma.yagouaroundi","ssp370",1,1,1,"2081-2100"
"Rattus.norvegicus","ssp370",1,1,1,"1970-2000"
"Rattus.norvegicus","ssp370",1,1,1,"2021-2040"
"Rattus.norvegicus","ssp370",1,1,1,"2041-2060"
"Rattus.norvegicus","ssp370",1,1,1,"2061-2080"
"Rattus.norvegicus","ssp370",1,1,1,"2081-2100"
"Rattus.rattus","ssp370",1,1,1,"1970-2000"
"Rattus.rattus","ssp370",1,1,1,"2021-2040"
"Rattus.rattus","ssp370",1,1,1,"2041-2060"
"Rattus.rattus","ssp370",1,1,1,"2061-2080"
"Rattus.rattus","ssp370",1,1,1,"2081-2100"
"Reithrodontomys.mexicanus","ssp370",1,1,1,"1970-2000"
"Reithrodontomys.mexicanus","ssp370",1,1,1,"2021-2040"
"Reithrodontomys.mexicanus","ssp370",1,1,1,"2041-2060"
"Reithrodontomys.mexicanus","ssp370",1,1,1,"2061-2080"
"Reithrodontomys.mexicanus","ssp370",1,1,1,"2081-2100"
"Rhinophylla.fischerae","ssp370",1,1,1,"1970-2000"
"Rhinophylla.fischerae","ssp370",1,1,1,"2021-2040"
"Rhinophylla.fischerae","ssp370",1,1,1,"2041-2060"
"Rhinophylla.pumilio","ssp370",1,1,1,"1970-2000"
"Rhinophylla.pumilio","ssp370",1,1,1,"2021-2040"
"Rhinophylla.pumilio","ssp370",1,1,1,"2041-2060"
"Rhinophylla.pumilio","ssp370",1,1,1,"2061-2080"
"Rhinophylla.pumilio","ssp370",1,1,1,"2081-2100"
"Rhipidomys.fulviventer","ssp370",1,1,1,"1970-2000"
"Rhipidomys.fulviventer","ssp370",1,1,1,"2021-2040"
"Rhipidomys.fulviventer","ssp370",1,1,1,"2041-2060"
"Rhipidomys.fulviventer","ssp370",1,1,1,"2061-2080"
"Rhipidomys.fulviventer","ssp370",1,1,1,"2081-2100"
"Rhogeessa.io","ssp370",1,1,1,"1970-2000"
"Rhogeessa.io","ssp370",1,1,1,"2021-2040"
"Rhogeessa.io","ssp370",1,1,1,"2041-2060"
"Rhogeessa.io","ssp370",1,1,1,"2061-2080"
"Rhogeessa.io","ssp370",1,1,1,"2081-2100"
"Rhynchonycteris.naso","ssp370",1,1,1,"1970-2000"
"Rhynchonycteris.naso","ssp370",1,1,1,"2021-2040"
"Rhynchonycteris.naso","ssp370",1,1,1,"2041-2060"
"Rhynchonycteris.naso","ssp370",1,1,1,"2061-2080"
"Rhynchonycteris.naso","ssp370",1,1,1,"2081-2100"
"Saccopteryx.bilineata","ssp370",1,1,1,"1970-2000"
"Saccopteryx.bilineata","ssp370",1,1,1,"2021-2040"
"Saccopteryx.bilineata","ssp370",1,1,1,"2041-2060"
"Saccopteryx.bilineata","ssp370",1,1,1,"2061-2080"
"Saccopteryx.bilineata","ssp370",1,1,1,"2081-2100"
"Saccopteryx.canescens","ssp370",1,1,1,"1970-2000"
"Saccopteryx.canescens","ssp370",1,1,1,"2021-2040"
"Saccopteryx.canescens","ssp370",1,1,1,"2041-2060"
"Saccopteryx.canescens","ssp370",1,1,1,"2061-2080"
"Saccopteryx.canescens","ssp370",1,1,1,"2081-2100"
"Saccopteryx.leptura","ssp370",1,1,1,"1970-2000"
"Saccopteryx.leptura","ssp370",1,1,1,"2021-2040"
"Saccopteryx.leptura","ssp370",1,1,1,"2041-2060"
"Saccopteryx.leptura","ssp370",1,1,1,"2061-2080"
"Saccopteryx.leptura","ssp370",1,1,1,"2081-2100"
"Saguinus.geoffroyi","ssp370",1,1,1,"1970-2000"
"Saguinus.geoffroyi","ssp370",1,1,1,"2021-2040"
"Saguinus.geoffroyi","ssp370",1,1,1,"2041-2060"
"Saguinus.geoffroyi","ssp370",1,1,1,"2061-2080"
"Saguinus.geoffroyi","ssp370",1,1,1,"2081-2100"
"Saguinus.inustus","ssp370",1,1,1,"1970-2000"
"Saguinus.inustus","ssp370",1,1,1,"2021-2040"
"Saguinus.inustus","ssp370",1,1,1,"2041-2060"
"Saguinus.inustus","ssp370",1,1,1,"2061-2080"
"Saguinus.inustus","ssp370",1,1,1,"2081-2100"
"Saguinus.leucopus","ssp370",1,1,1,"1970-2000"
"Saguinus.leucopus","ssp370",1,1,1,"2021-2040"
"Saguinus.leucopus","ssp370",1,1,1,"2041-2060"
"Saguinus.leucopus","ssp370",1,1,1,"2061-2080"
"Saguinus.leucopus","ssp370",1,1,1,"2081-2100"
"Saguinus.oedipus","ssp370",1,1,1,"1970-2000"
"Saguinus.oedipus","ssp370",1,1,1,"2021-2040"
"Saguinus.oedipus","ssp370",1,1,1,"2041-2060"
"Saguinus.oedipus","ssp370",1,1,1,"2061-2080"
"Saguinus.oedipus","ssp370",1,1,1,"2081-2100"
"Saimiri.cassiquiarensis","ssp370",1,1,1,"1970-2000"
"Saimiri.cassiquiarensis","ssp370",1,1,1,"2021-2040"
"Saimiri.cassiquiarensis","ssp370",1,1,1,"2041-2060"
"Saimiri.cassiquiarensis","ssp370",1,1,1,"2061-2080"
"Saimiri.cassiquiarensis","ssp370",1,1,1,"2081-2100"
"Saimiri.macrodon","ssp370",1,1,1,"1970-2000"
"Saimiri.macrodon","ssp370",1,1,1,"2021-2040"
"Saimiri.macrodon","ssp370",1,1,1,"2041-2060"
"Saimiri.macrodon","ssp370",1,1,1,"2061-2080"
"Saimiri.macrodon","ssp370",1,1,1,"2081-2100"
"Saimiri.sciureus","ssp370",1,1,1,"1970-2000"
"Saimiri.sciureus","ssp370",1,1,1,"2021-2040"
"Saimiri.sciureus","ssp370",1,1,1,"2041-2060"
"Saimiri.sciureus","ssp370",1,1,1,"2061-2080"
"Saimiri.sciureus","ssp370",1,1,1,"2081-2100"
"Sapajus.apella","ssp370",1,1,1,"1970-2000"
"Sapajus.apella","ssp370",1,1,1,"2021-2040"
"Sapajus.apella","ssp370",1,1,1,"2041-2060"
"Sapajus.apella","ssp370",1,1,1,"2061-2080"
"Sapajus.apella","ssp370",1,1,1,"2081-2100"
"Sciurus.granatensis","ssp370",1,1,1,"1970-2000"
"Sciurus.granatensis","ssp370",1,1,1,"2021-2040"
"Sciurus.granatensis","ssp370",1,1,1,"2041-2060"
"Sciurus.granatensis","ssp370",1,1,1,"2061-2080"
"Sciurus.granatensis","ssp370",1,1,1,"2081-2100"
"Sciurus.ignitus","ssp370",1,1,1,"1970-2000"
"Sciurus.ignitus","ssp370",1,1,1,"2021-2040"
"Sciurus.ignitus","ssp370",1,1,1,"2041-2060"
"Sciurus.ignitus","ssp370",1,1,1,"2061-2080"
"Sciurus.ignitus","ssp370",1,1,1,"2081-2100"
"Sciurus.igniventris","ssp370",1,1,1,"1970-2000"
"Sciurus.igniventris","ssp370",1,1,1,"2021-2040"
"Sciurus.igniventris","ssp370",1,1,1,"2041-2060"
"Sciurus.igniventris","ssp370",1,1,1,"2061-2080"
"Sciurus.igniventris","ssp370",1,1,1,"2081-2100"
"Sciurus.spadiceus","ssp370",1,1,1,"1970-2000"
"Sciurus.spadiceus","ssp370",1,1,1,"2021-2040"
"Sciurus.spadiceus","ssp370",1,1,1,"2041-2060"
"Sciurus.spadiceus","ssp370",1,1,1,"2061-2080"
"Sciurus.spadiceus","ssp370",1,1,1,"2081-2100"
"Sigmodon.hirsutus","ssp370",1,1,1,"1970-2000"
"Sigmodon.hirsutus","ssp370",1,1,1,"2021-2040"
"Sigmodon.hirsutus","ssp370",1,1,1,"2041-2060"
"Speothos.venaticus","ssp370",1,1,1,"1970-2000"
"Speothos.venaticus","ssp370",1,1,1,"2021-2040"
"Speothos.venaticus","ssp370",1,1,1,"2041-2060"
"Speothos.venaticus","ssp370",1,1,1,"2061-2080"
"Speothos.venaticus","ssp370",1,1,1,"2081-2100"
"Sphaeronycteris.toxophyllum","ssp370",1,1,1,"1970-2000"
"Sphaeronycteris.toxophyllum","ssp370",1,1,1,"2021-2040"
"Sphaeronycteris.toxophyllum","ssp370",1,1,1,"2041-2060"
"Sphaeronycteris.toxophyllum","ssp370",1,1,1,"2061-2080"
"Sphaeronycteris.toxophyllum","ssp370",1,1,1,"2081-2100"
"Sturnira.bidens","ssp370",1,1,1,"1970-2000"
