"species","ssp","aoi_area","cur_area","fut_area","IoU"
"Sylvilagus.floridanus","ssp585",932153.686911043,528680.645640433,454105.650957584,69.6384800932551
"Myotis.keaysi","ssp126",4406665.92429577,827091.729613364,780705.407848239,89.9571900478626
"Panthera.onca","ssp126",5229195.15336434,3385855.87760156,3333673.40684801,79.0336671166763
"Sturnira.magna","ssp585",1659194.98204795,1527817.68811357,897811.880266547,56.1622943221677
"Tapirella.bairdii","ssp126",331745.84725355,251246.40291965,381243.304774821,36.1955550967057
"Puma.concolor","ssp585",7552788.76779216,3376708.19809341,3110211.96901947,80.9179150007563
"Tapirella.bairdii","ssp585",331745.84725355,251246.40291965,403353.864843309,34.506527469977
"Myotis.keaysi","ssp585",4406665.92429577,827091.729613364,786067.539997697,89.7422196851882
"Phyllostomus.hastatus","ssp585",5247965.00912586,4584158.37380159,3978649.0480296,84.4110514793046
"Syntheosciurus.granatensis","ssp126",1215507.00841802,820748.434761345,708023.927068114,71.1523527835888
"Thomasomys.cinereiventer","ssp126",862334.558548406,295137.913098454,282318.101237953,78.6946460187228
"Panthera.onca","ssp585",5229195.15336434,3385855.87760156,3311619.66376126,77.8663607776961
"Nasua.narica","ssp126",475043.17043536,382911.519750595,306841.614777267,61.4823377472882
"Thomasomys.cinereiventer","ssp585",862334.558548406,295137.913098454,280147.084632397,77.0181946081373
"Syntheosciurus.granatensis","ssp585",1215507.00841802,820748.434761345,710042.496293247,66.6306298746638
"Nasua.narica","ssp585",475043.17043536,382911.519750595,287302.055402637,57.6529509946237
"Rhinophylla.pumilio","ssp126",4447708.86929972,3072005.43098569,1648500.15616173,53.1824851667555
"Neogale.frenata","ssp126",752309.004765511,298086.508202553,311604.702346206,95.2942406343445
"Tonatia.saurophila","ssp126",4349306.50497202,2179238.47961068,188591.374250531,8.45545609002826
"Neogale.frenata","ssp585",752309.004765511,298086.508202553,313271.105931997,95.003967216919
"Tonatia.saurophila","ssp585",4349306.50497202,2179238.47961068,255967.695120275,11.5591766798632
"Rhinophylla.pumilio","ssp585",4447708.86929972,3072005.43098569,1629268.1521306,52.5713379156552
"Philander.opossum","ssp126",4753009.45426464,1580884.04368073,998114.041954577,53.6288861430874
"Tapirus.terrestris","ssp126",5179503.72919646,2421117.33747792,2276548.97370708,71.9801973135399
"Philander.opossum","ssp585",4753009.45426464,1580884.04368073,1007648.32176381,51.0738516957547
"Saccopteryx.leptura","ssp126",4430419.98684357,4335994.76882893,3913625.53011972,88.6572162847293
"Trichechus.manatus","ssp126",3275966.22493995,739963.904468894,760506.344847679,53.8018632265384
"Platyrrhinus.helleri","ssp126",5697108.73692192,3933820.29521352,2753916.09091556,68.4529979082066
"Pithecia.milleri","ssp126",347615.40818036,51194.7538846135,120769.381655216,38.8908316446223
"Pithecia.milleri","ssp585",347615.40818036,51194.7538846135,173785.186062455,27.2486940362442
"Trichechus.manatus","ssp585",3275966.22493995,739963.904468894,727983.197866321,46.8814652848772
"Tapirus.terrestris","ssp585",5179503.72919646,2421117.33747792,2399744.30459106,70.8252083648669
"Saccopteryx.leptura","ssp585",4430419.98684357,4335994.76882893,3889454.78624612,87.8252933129949
"Thomasomys.hylophilus","ssp126",152647.524983686,58839.9181963801,52702.9955897331,76.6427391426728
"Thomasomys.hylophilus","ssp585",152647.524983686,58839.9181963801,51865.9607158899,75.562396140384
"Odocoileus.virginianus","ssp126",5099534.3534596,1732261.14620388,1766392.71556854,80.9389922373695
"Platyrrhinus.lineatus","ssp126",1997694.76329986,1563615.15304875,1226611.22556245,75.510597112683
"Saimiri.macrodon","ssp126",1487255.43263055,434581.231914043,305435.457165658,62.1322375950585
"Transandinomys.bolivaris","ssp126",225014.963997747,157520.636047661,151238.353785336,68.8851763039873
"Vampyressa.melissa","ssp126",2238284.00148085,1625192.04733497,806682.73225373,43.890759269002
"Transandinomys.bolivaris","ssp585",225014.963997747,157520.636047661,150586.025361538,68.478423909967
"Saimiri.macrodon","ssp585",1487255.43263055,434581.231914043,356883.895940483,72.7214052629333
"Platyrrhinus.lineatus","ssp585",1997694.76329986,1563615.15304875,1265054.82989085,77.911678672017
"Vampyressa.melissa","ssp585",2238284.00148085,1625192.04733497,912143.453289568,49.6768235149226
"Platyrrhinus.helleri","ssp585",5697108.73692192,3933820.29521352,2698915.20174247,67.1169336520423
"Odocoileus.virginianus","ssp585",5099534.3534596,1732261.14620388,1881205.48727298,74.6784900724046
"Sciurus.spadiceus","ssp126",1948569.9847994,1793674.83554006,700684.348972857,33.7008258293059
"Plecturocebus.ornatus","ssp126",571935.848630022,103536.616235673,42662.970895052,37.9277977541743
"Plecturocebus.ornatus","ssp585",571935.848630022,103536.616235673,65065.1667339206,56.1678800328969
"Sciurus.spadiceus","ssp585",1948569.9847994,1793674.83554006,1110219.60092896,53.9720396485165
"Zygodontomys.brevicauda","ssp126",2483669.76307651,846556.552522898,665759.349088073,70.11706817938
"Proechimys.chrysaeolus","ssp126",149332.098239527,32379.8982611895,20780.8917258978,39.1089078597388
"Proechimys.chrysaeolus","ssp585",149332.098239527,32379.8982611895,15954.2959937453,26.5525171111839
"Priodontes.maximus","ssp126",3453649.34819742,2256103.68321782,2355585.46875113,53.9823657940822
"Zygodontomys.brevicauda","ssp585",2483669.76307651,846556.552522898,646512.165678263,65.8214249599229
"Vampyrodes.caraccioli","ssp126",4891199.93012429,3181728.82054228,1660295.08927983,51.5733002800432
"Pteronotus.davyi","ssp126",2585450.94795618,208187.912883818,95920.5657345653,44.8967671080571
"Pteronotus.davyi","ssp585",2585450.94795618,208187.912883818,107187.830670953,50.2307990727337
"Oligoryzomys.fulvescens","ssp126",2333479.47354026,1937388.32834607,1801233.72552961,62.6780234897135
"Sturnira.erythromos","ssp126",3542950.19872034,1177174.71155638,1230238.28022689,95.1166505876561
"Priodontes.maximus","ssp585",3453649.34819742,2256103.68321782,2334659.01343906,51.9943428622871
"Proechimys.quadruplicatus","ssp126",255266.1373695,207365.611641049,142894.133205473,59.1131671097293
"Sturnira.erythromos","ssp585",3542950.19872034,1177174.71155638,1238320.28476,94.2501769774982
"Oligoryzomys.fulvescens","ssp585",2333479.47354026,1937388.32834607,1844522.28698742,56.3995579296287
"Proechimys.quadruplicatus","ssp585",255266.1373695,207365.611641049,154296.137992561,61.8294423963412
"Vampyrodes.caraccioli","ssp585",4891199.93012429,3181728.82054228,1663897.06496787,51.6291649378148
"Sus.scrofa","ssp126",2730913.27501675,2451600.45467138,2784008.32811135,69.5666989447717
"Sus.scrofa","ssp585",2730913.27501675,2451600.45467138,2798188.2386632,67.746595995415
"Puma.yagouaroundi","ssp126",5710114.93342753,2613353.09859627,2727442.37324286,80.0837019696781
"Pteronotus.parnellii","ssp126",4156527.21526037,1437545.65291375,939847.828274548,63.2968674092456
"Pecari.tajacu","ssp126",6080113.96102424,4398214.86694479,3920814.07147515,87.8846024958741
"Tamandua.mexicana","ssp126",1350387.82917867,479356.172143877,419204.082510769,54.8621660074579
"Pteronotus.parnellii","ssp585",4156527.21526037,1437545.65291375,908305.734643936,61.0730315721214
"Puma.yagouaroundi","ssp585",5710114.93342753,2613353.09859627,2908253.12648195,72.600539997697
"Rhipidomys.fulviventer","ssp126",152647.524983686,87261.3577430248,86183.8573274016,77.222285357605
"Tamandua.mexicana","ssp585",1350387.82917867,479356.172143877,457019.655055761,49.5959505768503
"Rhipidomys.fulviventer","ssp585",152647.524983686,87261.3577430248,92612.7408195734,80.9498131622686
"Pecari.tajacu","ssp585",6080113.96102424,4398214.86694479,3980922.93352914,89.2292088195821
"Saguinus.geoffroyi","ssp126",133875.949282793,70788.8420647979,60453.706215322,51.9131307368168
"Saguinus.geoffroyi","ssp585",133875.949282793,70788.8420647979,62592.6505516171,48.1191818431766
"Thomasomys.aureus","ssp126",1873010.21432502,806198.395532846,565124.585748553,59.3466234885352
"Thomasomys.aureus","ssp585",1873010.21432502,806198.395532846,545849.508574545,57.2404201106761
"Thomasomys.niveipes","ssp126",152647.524983686,34566.8311131597,25303.697093308,69.0419390999337
"Thomasomys.niveipes","ssp585",152647.524983686,34566.8311131597,27787.1761394739,75.1630539969609
"Saimiri.sciureus","ssp126",3693708.95864196,1230276.6496672,975152.62238127,77.7604244013792
"Saimiri.sciureus","ssp585",3693708.95864196,1230276.6496672,980092.606983662,77.8574765657909
"Sigmodon.hirsutus","ssp126",159666.740008679,47594.0446836352,29867.3045250177,57.2677585862456
"Phyllostomus.discolor","ssp126",4049085.36062382,3872891.5735116,3565850.22288024,89.8395645160835
"Sigmodon.hirsutus","ssp585",159666.740008679,47594.0446836352,26428.4778110385,50.3168363801839
"Tremarctos.ornatus","ssp126",3377690.29336898,670047.95704037,606359.414274096,80.9402512386126
"Tremarctos.ornatus","ssp585",3377690.29336898,670047.95704037,593647.881163239,79.5391781644741
"Phyllostomus.discolor","ssp585",4049085.36062382,3872891.5735116,3572046.67054164,89.6331727556245
"Rattus.rattus","ssp126",5546489.20792588,4289454.66221738,2991707.38206536,68.3104229306798
"Platyrrhinus.brachycephalus","ssp126",3326600.43241292,3214447.49055451,3024558.4909696,89.4388416156618
"Sturnira.lilium","ssp126",5180232.14544055,4350207.07442808,3728741.39807934,84.2051707520485
"Platyrrhinus.brachycephalus","ssp585",3326600.43241292,3214447.49055451,2948513.8684268,86.6830481650722
"Uroderma.bilobatum","ssp126",5170073.8649876,4084802.53429884,3383288.78791887,82.1550276211163
"Sturnira.lilium","ssp585",5180232.14544055,4350207.07442808,3700965.64830971,83.8119092089966
"Rattus.rattus","ssp585",5546489.20792588,4289454.66221738,3297743.76217222,75.6086732321866
"Platyrrhinus.vittatus","ssp126",3188355.81755548,833071.591663539,642305.069587529,74.0191144698084
"Platyrrhinus.vittatus","ssp585",3188355.81755548,833071.591663539,622844.391988456,71.6898300159326
"Uroderma.bilobatum","ssp585",5170073.8649876,4084802.53429884,3404397.86291343,82.6618512713317
"Procyon.lotor","ssp126",113489.650111218,49594.545090735,32800.6120052934,20.9707872508985
"Procyon.lotor","ssp585",113489.650111218,49594.545090735,27316.6504950523,16.2633935065088
"Vicugna.pacos","ssp126",1631134.4594474,303290.868774712,302389.767188489,93.782117288512
"Rhynchonycteris.naso","ssp126",4845628.14665373,2889582.56257039,2020690.37274253,68.5534601849251
"Vicugna.pacos","ssp585",1631134.4594474,303290.868774712,300898.547167063,93.3238484483709
"Proechimys.simonsi","ssp126",1575323.13837896,1146951.90460902,449403.029875517,30.2829277898702
"Sylvilagus.brasiliensis","ssp126",4219483.68999545,2784938.11147743,1252527.75346369,41.1742247135679
"Rhynchonycteris.naso","ssp585",4845628.14665373,2889582.56257039,2070987.74298185,69.0144368968427
"Proechimys.simonsi","ssp585",1575323.13837896,1146951.90460902,706972.10880065,49.1782776759884
"Saguinus.leucopus","ssp126",208472.577553252,113161.425891578,74779.9282453656,56.984241627893
"Saguinus.leucopus","ssp585",208472.577553252,113161.425891578,68539.9319872856,51.7029189345247
"Sylvilagus.brasiliensis","ssp585",4219483.68999545,2784938.11147743,1326283.74693114,43.7346857827135
"Pudu.mephistophiles","ssp126",1359147.01680796,222004.860581219,170795.993767202,67.5392588113648
"Pudu.mephistophiles","ssp585",1359147.01680796,222004.860581219,163214.959398508,64.1583008409043
"Sciurus.granatensis","ssp126",2204003.62708687,662907.118999302,488604.048946917,72.1098344302575
"Tamandua.tetradactyla","ssp126",2262405.85017653,1192986.42837995,1318030.60237938,74.1810128265996
"Rhinophylla.fischerae","ssp126",1948234.40606786,1108761.32207859,197139.792143166,17.5641405360073
"Rhinophylla.fischerae","ssp585",1948234.40606786,1108761.32207859,262237.191392899,23.3785614588006
"Tamandua.tetradactyla","ssp585",2262405.85017653,1192986.42837995,1345674.68971193,71.3485639586744
"Sciurus.granatensis","ssp585",2204003.62708687,662907.118999302,489403.688137531,72.3819738509184
"Saccopteryx.canescens","ssp126",724914.21536617,396333.295152664,129181.518253624,31.0929191110994
"Sturnira.luisi","ssp126",1831544.83118008,1666085.87063926,1175986.07364178,68.2441790514406
"Saccopteryx.canescens","ssp585",724914.21536617,396333.295152664,107740.368054092,25.832459485131
"Sturnira.luisi","ssp585",1831544.83118008,1666085.87063926,1147329.43525678,66.6658306894122
"Sylvilagus.salentus","ssp126",29281.3328863353,17690.7838119268,27753.9312286973,57.6544691779485
"Sylvilagus.salentus","ssp585",29281.3328863353,17690.7838119268,27637.9242836833,57.0088897663458
"Tapirus.pinchaque","ssp126",700701.564909565,112692.939842105,73419.7799859643,58.5076101777994
"Thyroptera.tricolor","ssp126",4961061.94517587,4035903.01955289,3772649.82805228,81.5841896923588
"Saimiri.cassiquiarensis","ssp126",2849840.61446087,738680.116543293,674852.700373292,66.6459167853434
"Tapirus.pinchaque","ssp585",700701.564909565,112692.939842105,80242.3609270453,62.8681431448277
"Thomasomys.dispar","ssp126",157925.611017974,47214.779944241,38008.555778861,48.2811224619726
"Saimiri.cassiquiarensis","ssp585",2849840.61446087,738680.116543293,698873.463082492,62.6878995738467
"Thomasomys.dispar","ssp585",157925.611017974,47214.779944241,33363.070124507,43.4019453668761
"Thyroptera.tricolor","ssp585",4961061.94517587,4035903.01955289,3807210.85269046,80.5159395358867
"Trichechus.inunguis","ssp126",1792194.28749074,43873.2088648081,34911.3297257423,13.6668516245703
"Trichechus.inunguis","ssp585",1792194.28749074,43873.2088648081,25942.7512705326,12.7615858285139
"Sciurus.igniventris","ssp126",1499103.38855502,1101215.51157594,716657.996765137,54.1101109458249
"Trachops.cirrhosus","ssp126",5539017.99311137,4139157.95502961,3811435.5516066,86.1487372590484
"Sciurus.igniventris","ssp585",1499103.38855502,1101215.51157594,805692.37301302,62.0885524003997
"Sphaeronycteris.toxophyllum","ssp126",2467709.39644792,435407.848211288,186586.228348374,20.2835796984912
"Trachops.cirrhosus","ssp585",5539017.99311137,4139157.95502961,3804904.82739043,84.7374480437503
"Uroderma.magnirostrum","ssp126",4469501.45122117,3632730.57940352,3609882.12572372,76.2567456011754
"Sphaeronycteris.toxophyllum","ssp585",2467709.39644792,435407.848211288,234540.727582335,22.5376516589782
"Trinycteris.nicefori","ssp126",1055196.09980677,426731.745050371,311857.596977293,66.8136473779067
"Trinycteris.nicefori","ssp585",1055196.09980677,426731.745050371,298495.983073831,63.827609099266
"Uroderma.magnirostrum","ssp585",4469501.45122117,3632730.57940352,3667456.76856196,73.2996622971465
"Sturnira.bogotensis","ssp126",2535222.46995357,1772094.37308782,1107135.65289694,60.1550634625395
"Sturnira.bogotensis","ssp585",2535222.46995357,1772094.37308782,1275967.52971208,69.0652760769961
"Vicugna.vicugna","ssp126",1661188.58924074,162159.385725737,127084.037921906,78.141666217133
"Vicugna.vicugna","ssp585",1661188.58924074,162159.385725737,121620.924453259,74.6781148263037
"Vampyressa.thyone","ssp126",3979487.0386653,3100033.37675053,2470805.56059557,79.1313597413304
"Sturnira.tildae","ssp126",4651673.10567291,3963401.50998127,3090356.51914811,77.1118626478862
"Vampyressa.thyone","ssp585",3979487.0386653,3100033.37675053,2409867.3136642,77.106670635664
"Sturnira.tildae","ssp585",4651673.10567291,3963401.50998127,2995604.95297241,74.7577272162884
"Tadarida.brasiliensis","ssp126",4522845.44287337,2333876.13203597,1947764.26325893,81.6083211472819
"Tadarida.brasiliensis","ssp585",4522845.44287337,2333876.13203597,1939389.50217009,81.1030109240799
"Tayassu.pecari","ssp126",7537747.88601631,3100245.4277364,2982689.59503269,80.9372619461984
"Tayassu.pecari","ssp585",7537747.88601631,3100245.4277364,3025982.67789489,81.234391269203
"Thomasomys.laniger","ssp126",235492.316563734,68410.8581017256,59544.6370667219,76.8564513520607
"Thomasomys.laniger","ssp585",235492.316563734,68410.8581017256,60194.4895086288,77.6688071848649
"Transandinomys.talamancae","ssp126",232216.443740363,73061.4352180362,46184.8663238883,61.5029631638088
"Transandinomys.talamancae","ssp585",232216.443740363,73061.4352180362,43797.2505418658,56.3653552101455
"Urocyon.cinereoargenteus","ssp126",1062090.19901434,689444.385542631,621332.131186008,59.6550278181761
"Urocyon.cinereoargenteus","ssp585",1062090.19901434,689444.385542631,597363.567779601,59.1557495094024
"Vampyrum.spectrum","ssp126",2047087.83217694,2166215.92034298,1920488.00662684,81.1227006976107
"Vampyrum.spectrum","ssp585",2047087.83217694,2166215.92034298,1843020.1840083,77.710770685659
